Date,AQI,TEMP
2011/1/1,72,35
2011/1/2,47,37
2011/1/3,26,37.5
2011/1/4,29,38
2011/1/5,55,35
2011/1/6,48,35
2011/1/7,71,30
2011/1/8,67,26.5
2011/1/9,82,24.5
2011/1/10,89,23.5
2011/1/11,60,25.5
2011/1/12,23,18.5
2011/1/14,26,6
2011/1/15,40,6
2011/1/16,58,13.5
2011/1/17,63,27
2011/1/18,78,28
2011/1/19,63,23
2011/1/20,46,32.5
2011/1/21,50,35.5
2011/1/22,18,39
2011/1/23,19,37
2011/1/24,18,39
2011/1/25,21,39
2011/1/26,33,38
2011/1/27,54,31.5
2011/1/28,71,27
2011/1/29,83,26
2011/1/30,88,22.5
2011/1/31,62,26.5
2011/2/1,3,39.5
2011/2/2,8,43.5
2011/2/3,26,38.5
2011/2/4,53,34
2011/2/5,70,28.5
2011/2/6,63,29.5
2011/2/7,67,26
2011/2/8,61,23
2011/2/9,37,32.5
2011/2/10,27,37
2011/2/11,7,38
2011/2/12,21,35
2011/2/13,20,30.5
2011/2/14,28,20
2011/2/15,54,15
2011/2/16,58,9.5
2011/2/17,87,13.5
2011/2/18,80,14
2011/2/19,11,29.5
2011/2/20,23,30.5
2011/2/21,66,25.5
2011/2/22,51,18
2011/2/23,66,12.5
2011/2/24,81,14
2011/2/25,82,18.5
2011/2/26,45,24
2011/2/27,24,13.5
2011/2/28,21,11.5
2011/3/1,55,12.5
2011/3/2,51,16.5
2011/3/3,45,18
2011/3/4,56,21
2011/3/5,55,28.5
2011/3/6,60,25.5
2011/3/7,74,22.5
2011/3/8,56,22
2011/3/9,53,27
2011/3/10,39,21.5
2011/3/11,55,14.5
2011/3/12,52,17
2011/3/13,52,24
2011/3/14,52,28
2011/3/15,51,32.5
2011/3/16,58,32
2011/3/17,48,34
2011/3/18,64,31
2011/3/19,60,30.5
2011/3/20,54,29
2011/3/21,65,30
2011/3/22,55,33
2011/3/23,52,33.5
2011/3/24,61,36
2011/3/25,58,38
2011/3/26,68,38
2011/3/27,67,38.5
2011/3/28,61,42
2011/3/29,44,39
2011/3/30,16,39
2011/3/31,12,38
2011/4/1,24,37
2011/4/2,38,37
2011/4/3,16,38.5
2011/4/4,22,36
2011/4/5,52,35.5
2011/4/6,53,37.5
2011/4/7,44,39
2011/4/8,3,36.5
2011/4/9,19,37
2011/4/10,23,36
2011/4/11,33,35.5
2011/4/12,26,40.5
2011/4/13,39,42
2011/4/14,69,38.5
2011/4/15,60,39.5
2011/4/16,55,39
2011/4/17,76,40
2011/4/18,70,38
2011/4/19,57,38
2011/4/20,42,39.5
2011/4/21,28,38
2011/4/22,27,39.5
2011/4/23,41,41
2011/4/24,54,41
2011/4/25,52,45
2011/4/26,23,43
2011/4/27,54,41
2011/4/28,38,42
2011/4/29,54,41
2011/4/30,52,40.5
2011/5/1,23,41.5
2011/5/2,16,46
2011/5/3,17,42.5
2011/5/4,16,41
2011/5/5,14,44
2011/5/6,16,46
2011/5/7,51,46
2011/5/8,48,44.5
2011/5/9,17,43
2011/5/10,16,41
2011/5/13,39,46.5
2011/5/14,53,44.5
2011/5/15,54,45.5
2011/5/16,31,47.5
2011/5/17,33,53
2011/5/18,33,47.5
2011/5/19,31,52.5
2011/5/20,22,51
2011/5/21,32,50.5
2011/5/22,8,48
2011/5/23,7,47.5
2011/5/24,28,48.5
2011/5/25,36,56.5
2011/5/26,56,56
2011/5/27,56,58.5
2011/5/28,52,53
2011/5/29,34,51.5
2011/6/2,38,53
2011/6/3,22,56.5
2011/6/4,45,48.5
2011/6/5,27,52.5
2011/6/6,33,52
2011/6/7,47,56
2011/6/8,55,53.5
2011/6/9,29,52
2011/6/10,28,52
2011/6/11,28,51
2011/6/12,38,53.5
2011/6/13,18,53.5
2011/6/14,35,51
2011/6/15,27,53.5
2011/6/16,39,53.5
2011/6/17,34,51.5
2011/6/18,42,54
2011/6/19,18,53
2011/6/20,24,54
2011/6/21,26,55
2011/6/22,34,59
2011/6/23,40,56.5
2011/6/24,46,56
2011/6/25,32,56
2011/6/26,33,58
2011/6/27,33,61
2011/6/28,34,54.5
2011/6/29,11,51
2011/7/1,11,51.5
2011/7/2,3,51.5
2011/7/3,21,52.5
2011/7/4,28,54.5
2011/7/5,13,53.5
2011/7/6,19,51.5
2011/7/7,19,56.5
2011/7/8,28,54.5
2011/7/9,44,55.5
2011/7/10,27,57.5
2011/7/11,57,61.5
2011/7/12,52,61.5
2011/7/13,28,58.5
2011/7/14,19,57.5
2011/7/15,18,60.5
2011/7/16,23,59
2011/7/17,26,57.5
2011/7/18,15,55
2011/7/19,17,53.5
2011/7/20,21,60
2011/7/21,28,59.5
2011/7/22,31,58.5
2011/7/23,33,62
2011/7/24,20,57.5
2011/7/25,21,53.5
2011/7/26,29,51.5
2011/7/27,28,52
2011/7/28,13,55
2011/7/29,23,52
2011/7/30,31,54.5
2011/7/31,26,54.5
2011/8/1,19,52.5
2011/8/2,18,57
2011/8/3,19,57.5
2011/8/4,19,53.5
2011/8/5,24,55.5
2011/8/6,29,56.5
2011/8/7,17,56.5
2011/8/8,13,57
2011/8/9,16,57.5
2011/8/10,11,52
2011/8/11,9,50
2011/8/12,19,51
2011/8/13,32,53
2011/8/14,36,50.5
2011/8/15,24,49.5
2011/8/16,21,50.5
2011/8/19,3,52.5
2011/8/23,11,51.5
2011/8/24,23,49.5
2011/8/25,30,52.5
2011/8/26,21,50
2011/8/27,44,51
2011/8/28,26,50.5
2011/8/29,20,52.5
2011/8/30,32,53.5
2011/8/31,28,52
2011/9/1,14,49.5
2011/9/2,33,47.5
2011/9/3,31,50.5
2011/9/4,19,50
2011/9/5,10,50.5
2011/9/6,14,52.5
2011/9/7,28,55
2011/9/8,47,49.5
2011/9/9,22,51.5
2011/9/10,59,49
2011/9/11,64,47
2011/9/12,54,51
2011/9/13,20,56.5
2011/9/14,18,49
2011/9/15,35,48
2011/9/16,24,51
2011/9/17,28,47.5
2011/9/18,33,46
2011/9/19,11,50.5
2011/9/20,6,51
2011/9/21,11,50.5
2011/9/22,4,47.5
2011/9/23,6,47
2011/9/24,21,42
2011/9/25,23,42.5
2011/9/26,26,48
2011/9/27,15,46
2011/9/28,6,46.5
2011/9/29,16,46
2011/9/30,3,46
2011/10/1,52,43.5
2011/10/2,53,40
2011/10/3,57,38.5
2011/10/4,40,40
2011/10/5,32,44
2011/10/6,6,45
2011/10/7,11,46.5
2011/10/8,28,44.5
2011/10/9,11,43.5
2011/10/10,16,43
2011/10/11,27,40
2011/10/12,4,45.5
2011/10/13,11,42.5
2011/10/14,19,42.5
2011/10/15,5,42
2011/10/16,13,44
2011/10/17,39,43
2011/10/18,17,44.5
2011/10/19,15,41
2011/10/20,9,38
2011/10/21,26,36.5
2011/10/22,0,43.5
2011/10/23,0,43
2011/10/24,14,43.5
2011/10/25,9,42.5
2011/10/26,18,41.5
2011/10/27,53,41
2011/10/28,36,41
2011/10/29,0,42.5
2011/10/30,3,41
2011/10/31,8,39.5
2011/11/1,10,39.5
2011/11/2,33,31.5
2011/11/3,63,26.5
2011/11/4,37,31
2011/11/5,66,33.5
2011/11/6,27,36.5
2011/11/7,0,37
2011/11/8,28,36.5
2011/11/9,62,32
2011/11/10,35,34.5
2011/11/11,44,34.5
2011/11/12,13,36
2011/11/13,18,34
2011/11/14,0,32
2011/11/15,10,30
2011/11/16,13,32
2011/11/17,5,20.5
2011/11/18,55,15
2011/11/19,70,12.5
2011/11/20,56,13
2011/11/21,51,23
2011/11/22,57,28
2011/11/23,8,25.5
2011/11/24,48,28
2011/11/25,26,29
2011/11/26,41,27.5
2011/11/27,53,26.5
2011/11/28,13,35.5
2011/11/29,60,32.5
2011/11/30,20,36.5
2011/12/1,37,35.5
2011/12/2,39,37.5
2011/12/3,60,36.5
2011/12/4,48,39
2011/12/5,5,39.5
2011/12/6,56,31.5
2011/12/7,69,27
2011/12/8,7,35
2011/12/9,53,37.5
2011/12/10,37,31
2011/12/11,32,33.5
2011/12/12,14,36.5
2011/12/13,42,33.5
2011/12/14,24,32
2011/12/15,22,32
2011/12/16,33,32
2011/12/17,78,29.5
2011/12/18,26,34.5
2011/12/19,55,35
2011/12/20,49,35
2011/12/21,12,36
2011/12/22,0,40.5
2011/12/23,5,37.5
2011/12/24,6,38
2011/12/25,14,35
2011/12/26,12,33
2011/12/27,11,31
2011/12/28,38,30.5
2011/12/29,7,27.5
2011/12/30,25,23
2011/12/31,33,29.5
2012/1/1,33,33
2012/1/2,38,33
2012/1/3,55,31
2012/1/4,33,34.5
2012/1/5,25,32.5
2012/1/6,21,34.5
2012/1/7,1,38.5
2012/1/8,0,39
2012/1/9,9,33
2012/1/10,26,31
2012/1/11,1,35.5
2012/1/12,0,35.5
2012/1/13,0,28.5
2012/1/14,36,18
2012/1/15,55,11.5
2012/1/16,35,5.5
2012/1/17,40,4.5
2012/1/18,75,9
2012/1/19,82,14.5
2012/1/20,36,21
2012/1/21,22,24.5
2012/1/22,52,27
2012/1/23,57,27
2012/1/24,52,30.5
2012/1/25,17,30.5
2012/1/26,0,26.5
2012/1/27,17,24.5
2012/1/28,55,27.5
2012/1/29,50,27
2012/1/30,27,30.5
2012/1/31,19,34.5
2012/2/1,4,36.5
2012/2/2,0,39
2012/2/3,11,41
2012/2/4,57,33.5
2012/2/5,54,33
2012/2/6,63,30.5
2012/2/7,69,31.5
2012/2/8,55,34
2012/2/9,35,38.5
2012/2/10,47,37
2012/2/11,33,35.5
2012/2/12,21,37
2012/2/13,28,34
2012/2/14,52,32
2012/2/15,22,33.5
2012/2/16,8,37.5
2012/2/17,27,35.5
2012/2/18,25,33.5
2012/2/19,42,33.5
2012/2/20,42,33.5
2012/2/21,28,35.5
2012/2/22,42,34.5
2012/2/23,29,32
2012/2/24,44,30
2012/2/25,53,24.5
2012/2/26,48,24
2012/2/27,7,33.5
2012/2/28,36,33
2012/2/29,55,30.5
2012/3/1,27,29.5
2012/3/2,24,34.5
2012/3/3,16,33
2012/3/4,8,26
2012/3/5,39,23
2012/3/6,18,34.5
2012/3/7,31,35
2012/3/8,6,36.5
2012/3/9,0,36.5
2012/3/10,33,35
2012/3/11,32,35.5
2012/3/12,41,32.5
2012/3/13,46,29.5
2012/3/14,52,33
2012/3/15,46,36.5
2012/3/16,33,34.5
2012/3/17,53,35
2012/3/18,32,31
2012/3/19,42,30.5
2012/3/20,26,29.5
2012/3/21,50,28
2012/3/22,54,27.5
2012/3/23,61,31
2012/3/24,52,32.5
2012/3/25,45,34
2012/3/26,54,35
2012/3/27,55,37.5
2012/3/28,41,39
2012/3/29,29,37.5
2012/3/30,0,37
2012/3/31,32,34.5
2012/4/1,46,34
2012/4/2,5,38
2012/4/3,17,38.5
2012/4/4,60,38
2012/4/5,34,38
2012/4/6,51,37
2012/4/7,52,38.5
2012/4/8,57,38.5
2012/4/9,52,39.5
2012/4/10,56,40.5
2012/4/11,43,44.5
2012/4/12,44,47.5
2012/4/13,58,44.5
2012/4/14,55,42
2012/4/15,19,46.5
2012/4/16,54,47
2012/4/17,27,43.5
2012/4/18,29,44.5
2012/4/19,19,47
2012/4/20,7,46
2012/4/21,13,41
2012/4/22,42,42
2012/4/23,23,39
2012/4/24,26,41
2012/4/25,21,45
2012/4/26,9,44.5
2012/4/27,2,39.5
2012/4/28,9,44.5
2012/4/29,8,41
2012/4/30,9,41.5
2012/5/1,0,42
2012/5/2,0,42.5
2012/5/3,8,42.5
2012/5/4,14,41
2012/5/5,17,42
2012/5/6,0,42
2012/5/7,12,46
2012/5/8,4,39.5
2012/5/9,2,40
2012/5/10,8,40.5
2012/5/11,14,42.5
2012/5/12,2,42.5
2012/5/13,21,42
2012/5/14,28,42
2012/5/15,24,40
2012/5/16,31,40.5
2012/5/17,28,46.5
2012/5/18,30,44.5
2012/5/19,33,45.5
2012/5/20,32,47.5
2012/5/21,33,49
2012/5/22,23,52
2012/5/23,34,45.5
2012/5/24,34,50
2012/5/25,41,49.5
2012/5/26,33,47.5
2012/5/27,27,48.5
2012/5/28,16,48.5
2012/5/29,26,50
2012/5/30,3,48.5
2012/5/31,11,46.5
2012/6/1,16,48.5
2012/6/2,7,48
2012/6/3,15,50
2012/6/4,27,53.5
2012/6/5,40,51.5
2012/6/6,8,54
2012/6/7,14,50.5
2012/6/8,3,47.5
2012/6/9,27,50
2012/6/10,21,47.5
2012/6/11,0,49
2012/6/12,7,48
2012/6/13,6,47
2012/6/14,3,45.5
2012/6/15,15,47.5
2012/6/16,17,50
2012/6/17,3,52.5
2012/6/18,0,54
2012/6/19,11,53.5
2012/6/20,32,56
2012/6/21,22,54
2012/6/22,53,60.5
2012/6/23,51,66
2012/6/24,52,64.5
2012/6/25,0,52
2012/6/26,1,50
2012/6/27,8,51.5
2012/6/28,17,51
2012/6/29,2,48.5
2012/6/30,1,47.5
2012/7/1,25,48.5
2012/7/2,6,52.5
2012/7/3,15,51
2012/7/4,27,52
2012/7/5,14,54
2012/7/6,25,57.5
2012/7/7,7,53
2012/7/8,17,53
2012/7/9,22,52
2012/7/10,11,49.5
2012/7/11,42,50.5
2012/7/12,54,52.5
2012/7/13,7,53.5
2012/7/14,32,56.5
2012/7/15,49,55.5
2012/7/16,11,55.5
2012/7/17,9,56.5
2012/7/18,17,55
2012/7/19,34,55
2012/7/20,29,63
2012/7/21,25,59
2012/7/22,16,59
2012/7/23,28,59
2012/7/24,7,57
2012/7/25,50,56
2012/7/26,53,60.5
2012/7/31,7,52
2012/8/1,13,54.5
2012/8/2,13,53.5
2012/8/3,17,53
2012/8/4,37,57
2012/8/5,40,55
2012/8/6,9,55.5
2012/8/7,25,56
2012/8/8,14,55.5
2012/8/9,0,53
2012/8/10,19,54
2012/8/11,24,53
2012/8/12,27,53.5
2012/8/13,33,56.5
2012/8/14,42,57.5
2012/8/15,54,58.5
2012/8/16,30,59.5
2012/8/17,34,55
2012/8/18,37,56
2012/8/19,60,55
2012/8/20,34,59
2012/8/21,27,55
2012/8/22,18,52.5
2012/8/23,6,53
2012/8/24,7,54
2012/8/25,19,49.5
2012/8/26,25,55
2012/8/27,29,51
2012/8/28,3,51
2012/8/29,9,55
2012/8/30,26,53.5
2012/8/31,53,52
2012/9/1,23,51.5
2012/9/2,6,52
2012/9/3,12,51
2012/9/4,7,55
2012/9/5,19,50.5
2012/9/6,22,53
2012/9/7,25,48
2012/9/8,6,52
2012/9/9,7,48.5
2012/9/10,2,48.5
2012/9/11,9,46.5
2012/9/12,21,50.5
2012/9/13,48,49.5
2012/9/14,9,49
2012/9/15,33,48.5
2012/9/16,26,50
2012/9/17,17,47.5
2012/9/18,39,47
2012/9/19,44,46
2012/9/20,40,50.5
2012/9/21,49,53
2012/9/22,36,52
2012/9/23,6,51.5
2012/9/24,10,49.5
2012/9/25,13,49
2012/9/26,6,49.5
2012/9/27,9,50
2012/9/28,15,48.5
2012/9/29,3,45.5
2012/9/30,14,43.5
2012/10/1,55,39.5
2012/10/2,49,37.5
2012/10/3,42,44.5
2012/10/4,37,44
2012/10/5,31,47.5
2012/10/6,52,50.5
2012/10/7,22,48.5
2012/10/8,22,48
2012/10/9,29,46.5
2012/10/10,18,46
2012/10/11,20,45
2012/10/12,28,39
2012/10/13,10,43.5
2012/10/14,29,43.5
2012/10/15,22,44.5
2012/10/16,0,40.5
2012/10/17,7,38.5
2012/10/18,2,35.5
2012/10/19,65,32.5
2012/10/20,52,33.5
2012/10/21,20,35
2012/10/22,12,37.5
2012/10/23,6,36.5
2012/10/24,23,34
2012/10/25,37,29.5
2012/10/26,61,27
2012/10/27,75,27.5
2012/10/28,69,27
2012/10/29,69,25
2012/10/30,34,31
2012/10/31,22,35
2012/11/1,54,32
2012/11/2,51,33.5
2012/11/3,37,37
2012/11/4,40,39
2012/11/5,11,40.5
2012/11/6,14,38
2012/11/7,24,30.5
2012/11/8,67,25.5
2012/11/9,70,24.5
2012/11/10,60,30
2012/11/11,54,33
2012/11/12,61,34
2012/11/13,76,32
2012/11/14,23,36
2012/11/15,24,36
2012/11/16,17,35
2012/11/17,31,26.5
2012/11/18,44,23.5
2012/11/19,39,25
2012/11/20,71,21.5
2012/11/21,66,22.5
2012/11/22,52,30.5
2012/11/23,32,33.5
2012/11/24,45,31.5
2012/11/25,51,31
2012/11/26,48,25
2012/11/27,82,19.5
2012/11/28,67,25.5
2012/11/29,46,22.5
2012/11/30,58,17
2012/12/1,53,16
2012/12/2,24,15
2012/12/3,38,23.5
2012/12/4,57,19
2012/12/5,54,22.5
2012/12/6,68,23
2012/12/7,51,24
2012/12/8,63,26
2012/12/9,54,33.5
2012/12/10,52,35
2012/12/11,73,26.5
2012/12/12,55,28
2012/12/13,24,36
2012/12/14,11,36.5
2012/12/15,8,35
2012/12/16,44,30.5
2012/12/17,53,18.5
2012/12/18,83,13.5
2012/12/19,62,19.5
2012/12/20,56,19.5
2012/12/21,90,10.5
2012/12/22,92,10
2012/12/23,66,12.5
2012/12/24,72,18.5
2012/12/25,117,16
2012/12/26,93,11.5
2012/12/27,78,18.5
2012/12/28,58,31.5
2012/12/29,43,34.5
2012/12/30,26,36.5
2012/12/31,34,36
2013/1/1,18,39
2013/1/2,47,34.5
2013/1/3,55,30.5
2013/1/4,51,33
2013/1/5,62,32.5
2013/1/6,28,34.5
2013/1/7,54,33.5
2013/1/10,58,26.5
2013/1/11,54,32
2013/1/12,61,32
2013/1/13,44,35.5
2013/1/14,35,39.5
2013/1/15,37,36.5
2013/1/16,46,35
2013/1/17,4,37.5
2013/1/18,14,31
2013/1/19,63,28.5
2013/1/22,59,34.5
2013/1/23,30,36
2013/1/24,37,35
2013/1/25,21,35.5
2013/1/26,26,35
2013/1/27,2,24
2013/1/28,37,10
2013/1/29,34,12
2013/1/30,44,23.5
2013/1/31,59,30
2013/2/1,49,35.5
2013/2/2,8,38.5
2013/2/3,21,37
2013/2/4,48,31.5
2013/2/5,56,29.5
2013/2/8,24,36.5
2013/2/9,20,39
2013/2/10,16,39
2013/2/11,13,35.5
2013/2/12,45,34
2013/2/13,9,34
2013/2/14,4,37
2013/2/15,28,37.5
2013/2/16,33,35.5
2013/2/17,11,33.5
2013/2/18,12,34.5
2013/2/19,8,36
2013/2/20,1,36.5
2013/2/21,6,36.5
2013/2/22,36,35.5
2013/2/23,8,33.5
2013/2/24,23,35.5
2013/2/25,15,33
2013/2/26,21,35
2013/2/27,1,37.5
2013/2/28,10,39
2013/3/1,28,37
2013/3/2,53,33
2013/3/3,66,32
2013/3/4,55,32
2013/3/5,61,28
2013/3/6,60,28
2013/3/7,55,30
2013/3/8,24,32.5
2013/3/9,18,34
2013/3/10,7,36
2013/3/11,14,34
2013/3/12,17,30
2013/3/13,17,24.5
2013/3/14,39,23.5
2013/3/15,17,23.5
2013/3/16,44,23
2013/3/17,18,23.5
2013/3/19,41,21.5
2013/3/20,51,18.5
2013/3/21,57,20.5
2013/3/22,55,20
2013/3/23,27,29
2013/3/24,43,36
2013/3/25,5,38.5
2013/3/26,23,37
2013/3/27,26,33.5
2013/3/28,29,33.5
2013/3/29,26,35.5
2013/3/30,8,36.5
2013/3/31,28,38
2013/4/1,21,39.5
2013/4/2,7,38
2013/4/3,20,34.5
2013/4/4,21,31.5
2013/4/5,10,31
2013/4/6,15,33.5
2013/4/7,16,42
2013/4/8,7,41.5
2013/4/9,7,38
2013/4/10,4,35
2013/4/11,7,33
2013/4/12,16,37.5
2013/4/13,36,36
2013/4/14,47,37.5
2013/4/15,52,36
2013/4/16,28,35.5
2013/4/17,23,41
2013/4/18,14,38
2013/4/19,36,35
2013/4/20,58,33.5
2013/4/21,54,36.5
2013/4/22,34,36.5
2013/4/23,16,38
2013/4/24,8,40.5
2013/4/25,3,38
2013/4/26,38,34
2013/4/27,15,35.5
2013/4/28,3,32
2013/4/29,34,32
2013/4/30,23,32.5
2013/5/1,1,39
2013/5/2,6,43
2013/5/3,0,45
2013/5/4,11,47.5
2013/5/5,18,46
2013/5/6,14,43
2013/5/7,18,41.5
2013/5/8,24,47
2013/5/9,52,49.5
2013/5/10,51,49.5
2013/5/11,36,47.5
2013/5/12,10,49
2013/5/13,0,48
2013/5/14,0,46.5
2013/5/15,9,47.5
2013/5/16,17,47.5
2013/5/17,4,50.5
2013/5/18,5,43
2013/5/19,19,38.5
2013/5/20,20,42
2013/5/21,39,48
2013/5/22,28,48
2013/5/23,31,49.5
2013/5/24,43,50.5
2013/5/25,52,51.5
2013/5/26,62,52.5
2013/5/27,55,57
2013/5/28,50,59
2013/5/29,33,57.5
2013/5/30,11,54.5
2013/5/31,2,48.5
2013/6/1,18,46
2013/6/2,12,49
2013/6/3,23,48
2013/6/4,1,50.5
2013/6/5,0,46
2013/6/6,21,50
2013/6/7,24,52
2013/6/8,44,52.5
2013/6/9,51,54.5
2013/6/10,42,57.5
2013/6/11,46,60.5
2013/6/12,28,62
2013/6/13,47,52
2013/6/14,42,58
2013/6/15,47,64.5
2013/6/16,49,67.5
2013/6/17,46,69
2013/6/18,8,60.5
2013/6/19,32,64.5
2013/6/20,28,63
2013/6/21,39,63.5
2013/6/22,23,58.5
2013/6/23,24,59.5
2013/6/24,34,63
2013/6/25,52,64
2013/6/26,4,59.5
2013/6/27,12,57
2013/6/28,31,59
2013/6/29,37,61
2013/6/30,27,63.5
2013/7/1,21,57
2013/7/2,2,53
2013/7/3,17,53.5
2013/7/4,22,56
2013/7/5,31,55.5
2013/7/6,21,55.5
2013/7/7,28,57.5
2013/7/8,0,54.5
2013/7/9,3,52
2013/7/10,8,55.5
2013/7/11,18,53.5
2013/7/12,18,54
2013/7/13,25,55.5
2013/7/14,40,56
2013/7/15,47,55.5
2013/7/16,61,60.5
2013/7/17,59,65
2013/7/18,53,58.5
2013/7/19,58,58.5
2013/7/20,12,56.5
2013/7/21,3,55
2013/7/22,6,59
2013/7/23,26,60.5
2013/7/24,7,57
2013/7/25,14,57.5
2013/7/26,2,56
2013/7/27,30,59
2013/7/28,35,63
2013/8/2,10,62
2013/8/3,51,61
2013/8/4,22,57
2013/8/5,6,59
2013/8/6,21,61
2013/8/8,3,59
2013/8/13,38,60.5
2013/8/14,47,64
2013/8/15,40,62.5
2013/8/16,6,57.5
2013/8/17,15,56.5
2013/8/18,2,53
2013/8/19,7,54.5
2013/8/20,10,54.5
2013/8/21,19,55
2013/8/22,24,55
2013/8/23,29,55.5
2013/8/24,18,54
2013/8/25,18,55
2013/8/26,9,56
2013/8/27,14,56.5
2013/8/28,22,57.5
2013/8/29,50,55.5
2013/8/30,27,51.5
2013/8/31,12,55.5
2013/9/1,29,55.5
2013/9/2,25,60
2013/9/3,41,58
2013/9/4,7,54.5
2013/9/5,13,56.5
2013/9/6,17,56
2013/9/7,7,59.5
2013/9/8,2,55
2013/9/9,36,54
2013/9/10,40,49.5
2013/9/11,26,57.5
2013/9/12,6,56
2013/9/13,47,51.5
2013/9/14,63,52.5
2013/9/15,66,51.5
2013/9/16,11,54
2013/9/17,1,51
2013/9/18,0,50.5
2013/9/19,9,48
2013/9/20,4,52
2013/9/21,5,49
2013/9/22,4,49
2013/9/23,0,51
2013/9/24,25,46
2013/9/25,40,42.5
2013/9/26,9,48
2013/9/27,6,47
2013/9/28,18,47
2013/9/29,56,45.5
2013/9/30,39,48.5
2013/10/1,8,48.5
2013/10/2,31,50.5
2013/10/3,6,46.5
2013/10/4,0,46.5
2013/10/5,24,44.5
2013/10/6,54,40
2013/10/7,52,41.5
